code,label
V92,noyade et submersion résultant d'un accident tel que chute du haut du bateau
V92,noyade et submersion résultant d'un accident tel que chute par dessus bord
V92,noyade et submersion résultant d'un accident tel que éjection par dessus bord provoquée par les mouvements du navire
V92,noyade et submersion résultant d'un accident tel que: enlèvement par une lame
V90.1,Ferry
V90.1,Paquebot
V90.3,Aéroglisseur
V90.3,Scooter des mers
V90.4,Yacht
V90.8,Planche de surf
V90.8,Planche à voile
V90.9,Bateau SAI
V90.9,Embarcation SAI
V90.9,Navire SAI
V91,brulure au cours d'un incendie de bateau
V91,chute due à une collision ou un autre accident du bateau
V91,heurt par bateau ou une partie de bateau après chute ou saut d'un bateau endommagé
V91,heurt par chute d'objet par suite d'un accident du bateau
V91,lésion traumatique au cours d'un accident de bateau impliquant une collision
V91,"toute lésion traumatique, sauf noyade et submersion, résultant de l''accident du bateau"
V91,écrasement entre bateaux entrant en collision
V91,écrasement par une embarcation de sauvetage après abandon du bateau
V93,accident de machine sur le bateau
V93,chaleur excessive dans la chaufferie
V93,chaleur excessive dans la salle des chaudières
V93,chaleur excessive dans la salle des machines
V93,chaleur excessive dans la salle des évaporateurs
V93,chute d'un niveau à un autre sur le bateau
V93,chute dans des escaliers ou des échelles sur le bateau
V93,explosion d'une chaudière sur un bateau à vapeur
V93,incendie localisé à bord d'un bateau
V93,intoxication accidentelle par des gaz et des fumées sur un bateau
V93,lésions traumatiques provoquées sur le bateau par les machines de blanchisserie
V93,lésions traumatiques provoquées sur le bateau par les machines de chargement
V93,lésions traumatiques provoquées sur le bateau par les machines de cuisine
V93,lésions traumatiques provoquées sur le bateau par les machines de pont
V93,lésions traumatiques provoquées sur le bateau par les machines de salle des machines
V93,mauvais fonctionnement d'un réacteur atomique à bord d'un bateau
V93,écrasement par un objet tombé sur le bateau
V91.1,Ferry
V91.1,Paquebot
V91.3,Aéroglisseur
V91.3,Scooter des mers
V91.4,Yacht
V91.8,Planche de surf
V91.8,Planche à voile
V91.9,Bateau SAI
V91.9,Embarcation SAI
V91.9,Navire SAI
W69,noyade et submersion dans cours d'eau
W69,noyade et submersion dans fleuve
W69,noyade et submersion dans lac
W69,noyade et submersion dans pleine mer
W73,noyade et submersion dans cuve de trempage
W73,noyade et submersion dans réservoir
V92.1,Ferry
V92.1,Paquebot
V92.3,Aéroglisseur
V92.3,Scooter des mers
V92.4,Yacht
V92.8,Planche de surf
V92.8,Planche à voile
V92.9,Bateau SAI
V92.9,Embarcation SAI
V92.9,Navire SAI
V93.1,Ferry
V93.1,Paquebot
V93.3,Aéroglisseur
V93.3,Scooter des mers
V93.4,Yacht
V93.8,Planche de surf
V93.8,Planche à voile
V93.9,Bateau SAI
V93.9,Embarcation SAI
V93.9,Navire SAI
V94,accident impliquant une personne qui n'occupe pas le bateau
V94,skieur nautique heurté par un bateau
V94.1,Ferry
V94.1,Paquebot
V94.3,Aéroglisseur
V94.3,Scooter des mers
V94.4,Yacht
V94.8,Planche de surf
V94.8,Planche à voile
V94.9,Bateau SAI
V94.9,Embarcation SAI
V94.9,Navire SAI
V95,atterrissage forcé d'un ou à bord d'un aéronef (à moteur)
V95,"collision avec tout objet, fixe, mobile ou en mouvement d''un ou à bord d''un aéronef (à moteur)"
V95,explosion d'un ou à bord d'un aéronef (à moteur)
V95,incendie à bord d'un ou à bord d'un aéronef (à moteur)
V95,écrasement d'un ou à bord d'un aéronef (à moteur)
V95.9,Accident d'aéronef SAI
V95.9,Accident de transport aérien SAI
V96,atterrissage forcé d'un ou à bord d'un aéronef sans moteur
V96,"collision avec tout objet, fixe, mobile ou en mouvement d''un ou à bord d''un aéronef sans moteur"
V96,explosion d'un ou à bord d'un aéronef sans moteur
V96,incendie à bord d'un ou à bord d'un aéronef sans moteur
V96,écrasement d'un ou à bord d'un aéronef sans moteur
V96.8,Cerf-volant portant une personne
V96.9,Accident d'aéronef sans moteur SAI
V97,accidents dont les victimes n'occupent pas l'aéronef
V97.0,"Chute dans, sur ou du haut d''un aéronef dans un accident de transport aérien"
V97.3,Aspirée par un réacteur
V97.3,Heurtée par hélice en mouvement
V97.3,Heurtée par objet tombant d'un aéronef
V97.8,Lésion traumatique causée par un appareil à bord de l'aéronef
W94,"modification brusque de la pression de l''air dans un aéronef, au cours de la montée ou de la descente"
W94,pression élevée de l'air due à une rapide descente dans l'eau
W94,réduction de la pression atmosphérique lors de la montée en surface au cours de descente sous terre
W94,réduction de la pression atmosphérique lors de la montée en surface au cours de plongée sousmarine
W94,vie ou séjour prolongé en haute altitude entraînant anoxie
W94,vie ou séjour prolongé en haute altitude entraînant barodontalgie
W94,vie ou séjour prolongé en haute altitude entraînant hypoxie
W94,vie ou séjour prolongé en haute altitude entraînant mal des montagnes
W94,vie ou séjour prolongé en haute altitude entraînant otite barotraumatique
V98,"accidents survenant à, sur, ou impliquant télébenne"
V98,"accidents survenant à, sur, ou impliquant téléphérique"
V98,"accidents survenant à, sur, ou impliquant télésiège"
V98,"accidents survenant à, sur, ou impliquant voilier sur glace"
V98,"accidents survenant à, sur, ou impliquant voilier sur sable"
V98,"accidents survenant à, sur, ou impliquant véhicule sur câble, sans rails"
V98,"chute ou saut d''un véhicule sur câble, sans rail"
V98,"happement ou traînage par véhicule sur câble, sans rail"
V98,"objet jeté d''un (dans un) véhicule sur câble, sans rail"
W10,chute (dans) (du haut de) (sur) escalier roulant
W10,chute (dans) (du haut de) (sur) impliquant la présence de glace ou de neige sur un escalier et des marches
W10,chute (dans) (du haut de) (sur) plan incliné
W10,chute (dans) (du haut de) (sur) rampe d'accès
X00,chute d'un bâtiment ou d'un ouvrage en flammes
X00,combustion lente de garnitures
X00,combustion lente de mobilier
X00,conflagration
X00,effondrement d'un bâtiment ou d'un ouvrage en flammes
X00,fonte de garnitures
X00,fonte de mobilier
X00,heurt par un objet tombant d'un bâtiment ou d'un ouvrage en flammes
X00,incendie de garnitures
X00,incendie de mobilier
X00,saut d'un bâtiment ou d'un ouvrage en flammes
W04,chute accidentelle de la personne portée
W13,"chute à travers, du haut de balcon"
W13,"chute à travers, du haut de balustrade"
W13,"chute à travers, du haut de bâtiment"
W13,"chute à travers, du haut de fenêtre"
W13,"chute à travers, du haut de mur"
W13,"chute à travers, du haut de mât"
W13,"chute à travers, du haut de plancher"
W13,"chute à travers, du haut de pont"
W13,"chute à travers, du haut de toit"
W13,"chute à travers, du haut de tour"
W13,"chute à travers, du haut de tourelle"
W13,"chute à travers, du haut de viaduc"
W20,"affaissement du sol, sans asphyxie ni suffocation"
W20,chute de arbre
W20,chute de pierre
W20,chute de rocher
W20,"effondrement d''un bâtiment, sauf en feu"
W16,coup ou heurt contre fond en sautant ou en plongeant dans des eaux peu profondes
W16,coup ou heurt contre paroi ou plongeoir de piscine
W16,coup ou heurt contre surface de l'eau
W81,emprisonnement accidentel dans un réfrigérateur ou autre espace hermétiquement fermé
W81,plongée avec provision d'air insuffisante
W17,chute dans ou du haut de appareil de levage
W17,chute dans ou du haut de bassin
W17,chute dans ou du haut de carrière
W17,chute dans ou du haut de cavité
W17,chute dans ou du haut de fosse
W17,chute dans ou du haut de meule de foin
W17,chute dans ou du haut de nacelle élévatrice
W17,chute dans ou du haut de plateforme mobile de travail en hauteur
W17,chute dans ou du haut de puits
W17,chute dans ou du haut de remonte-pente
W17,chute dans ou du haut de réservoir
W17,chute dans ou du haut de trou
W18,chute d'un siège de toilettes
W18,chute de plain-pied SAI
W18,chute provoquée par heurt contre un objet
W19,chute accidentelle SAI
W21,coup de balle ou ballon lancé(e)
W21,coup de canne ou palet de hockey
W24,bloc poulie
W24,corde
W24,courroie ou câble de transmission
W24,câble
W24,palan
W24,treuil
W80,arrêt de la respiration par corps étranger dans l'œsophage
X60-X84,intoxication ou lésion traumatique que s'inflige délibérément un individu
X60-X84,suicide (tentative de)
X85-Y09,homicide
X85-Y09,"lésions traumatiques infligées par un tiers dans l''intention de blesser ou de tuer, par un moyen quelconque"
W22,heurt contre un mur en marchant
W23,"compression, écrasement ou blocage"
W23,"dans un objet tel(s) que caisse d''emballage et sol, après lachage de prise"
W23,dans un objet tel(s) que objet pliant
W23,dans un objet tel(s) que porte coulissante et chambranle de porte
W23,dans un objet tel(s) que rouleaux d'essorage d'un lave-linge
W23,"entre objets en mouvement tel(s) que caisse d''emballage et sol, après lachage de prise"
W23,entre objets en mouvement tel(s) que objet pliant
W23,entre objets en mouvement tel(s) que porte coulissante et chambranle de porte
W23,entre objets en mouvement tel(s) que rouleaux d'essorage d'un lave-linge
W23,"entre un objet en mouvement et un objet immobile tel(s) que caisse d''emballage et sol, après lachage de prise"
W23,entre un objet en mouvement et un objet immobile tel(s) que objet pliant
W23,entre un objet en mouvement et un objet immobile tel(s) que porte coulissante et chambranle de porte
W23,entre un objet en mouvement et un objet immobile tel(s) que rouleaux d'essorage d'un lave-linge
W27,aiguille
W27,burin
W27,bêche
W27,ciseau à froid
W27,ciseaux
W27,coupe-papier
W27,fourche
W27,fourchette
W27,hache
W27,"machine à coudre, non électrique"
W27,ouvre-boîte SAI
W27,pelle
W27,pic à glace
W27,râteau
W27,scie à main
W27,tournevis
W45,corps ou objet étranger dans la peau clou
W45,corps ou objet étranger dans la peau écharde
W26.8,Couvercle de boîte de conserve
W26.8,Papier à bord coupant
W29,couteau électrique
W29,essoreuse électrique
W29,lave-linge
W29,machine à coudre électrique
W29,mélangeur ou batteur
W29,outil de bricolage électrique
W29,outils de jardin électrique
W29,ouvre-boîte électrique
W29,scie circulaire électrique
W29,taille-haies électrique
W29,tronçonneuse électrique
W32,fusil utilisé d'une seule main
W32,pistolet
W32,revolver
W34,blessure par balle SAI
W34,coup de feu SAI
W34,fusil à air comprimé
W34,pistolet lance-fusées
W33,fusil de chasse
W33,fusil de guerre
W33,mitrailleuse
W36,bombe aérosol
W36,réservoir de air
W36,réservoir de gaz sous pression
W40,explosion (dans) (de) SAI
W40,explosion (dans) (de) dépôt
W40,explosion (dans) (de) grenier
W40,explosion (dans) (de) munitions
W40,explosion (dans) (de) usine
W40,gaz explosif
W40,matériaux explosifs
W41,jet hydraulique
W41,jet pneumatique
W42,ondes sonores
W42,ondes supersoniques
W43,infrason
X49,aliments toxiques et plantes vénéneuses
X49,colles et adhésifs
X49,"corrosifs aromatiques, acides et bases caustiques"
X49,engrais végétaux
X49,intoxication SAI
X49,"métaux, y compris leurs fumées et vapeurs"
X49,peintures et teintures
X49,savons et détergents
W49,forces gravitationnelles [G] anormales
X20-X29,"injection de venin par crochets, poils, épines, tentacules et autres organes"
X20-X29,morsures et piqures venimeuses
X20-X29,émission d'un produit chimique par animal
X20-X29,émission d'un produit chimique par insecte
W56,Morsure ou coup donné par un animal marin
W59,lézard
W59,serpent non venimeux
W74,chute dans l'eau SAI
W74,noyade SAI
W75,suffocation et strangulation dues à corps de la mère
W75,suffocation et strangulation dues à drap ou couverture
W75,suffocation et strangulation dues à oreiller
W77,affaissement du sol SAI
W78,arrêt de la respiration par vomissements dans l'œsophage [vomiturition]
W78,asphyxie au cours de vomissements [régurgitation d'aliments]
W78,aspiration et inhalation de vomissements (dans les voies respiratoires) SAI
W78,compression de la trachée par vomissements dans l'œsophage [vomiturition]
W78,obstruction de la respiration par vomissements dans l'œsophage [vomiturition]
W78,suffocation au cours de vomissements [régurgitation d'aliments]
W78,étouffement au cours de vomissements [régurgitation d'aliments]
W79,arrêt de la respiration par des aliments dans l'œsophage
W79,asphyxie dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
W79,aspiration et inhalation d'aliments (dans les voies respiratoires) SAI
W79,compression de la trachée par des aliments dans l'œsophage
W79,obstruction de la respiration par des aliments dans l'œsophage
W79,obstruction du pharynx par des aliments [bol alimentaire]
W79,suffocation dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
W79,étouffement dû(e) à des aliments [y compris os ou graine contenus dans les aliments]
W80,"asphyxie par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche"
W80,"aspiration et inhalation d''un corps étranger, sauf aliments ou vomissements (dans les voies respiratoires) SAI"
W80,compression de la trachée par corps étranger dans l'œsophage
W80,corps étranger dans le nez
W80,inhalation SAI
W80,obstruction de la respiration par corps étranger dans l'œsophage
W80,obstruction du pharynx par un corps étranger
W80,"suffocation par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche"
W80,"étouffement par tout objet, sauf aliments ou vomissements, pénétrant par le nez ou la bouche"
W83,suffocation par sac en matière plastique
W84,asphyxie SAI
W84,suffocation SAI
X30,chaleur excessive cause d'insolation
X30,exposition à la chaleur SAI
X31,exposition à conditions météorologiques
X31,exposition à froid SAI
X31,"froid excessif, cause de engelures SAI"
X31,"froid excessif, cause de pied ou main d''immersion"
X39,rayonnements naturels SAI
X39,raz de marée SAI
W87,brulure ou autre lésion traumatique due au courant électrique SAI
W87,choc électrique SAI
W87,électrocution SAI
W88,isotopes radioactifs
W88,rayons X
W89,lampe à souder (arc électrique)
W90,rayonnements infrarouges
W90,rayonnements laser
W90,rayonnements émetteur de radio
W93,contact avec ou inhalation de air liquide
W93,contact avec ou inhalation de azote liquide
W93,contact avec ou inhalation de hydrogène liquide
W93,contact avec ou inhalation de neige carbonique
W93,exposition prolongée dans un congélateur
X00-X09,feu causé par la foudre
X97,cigarettes
X97,dispositif incendiaire
X97,incendie volontaire
X01,incendie de forêt
X02,feu dans cheminée
X02,feu dans fourneau
X03,feu de camp
X04,inflammation de essence
X04,inflammation de kérosène
X04,inflammation de pétrole
X06,fonte de bijoux en matière plastique
X06,inflammation de bijoux en matière plastique
X09,brulure SAI
X09,incinération SAI
X09,inhalation de fumée SAI
X11,eau bouillante coulant (dans) (de) baignoire
X11,eau bouillante coulant (dans) (de) baquet
X11,eau bouillante coulant (dans) (de) bassine
X11,eau bouillante coulant (dans) (de) robinet
X11,eau bouillante coulant (dans) (de) tuyau
X12,eau chauffée sur un fourneau
X18,métaux liquides
X14,inhalation d'air et de gaz brulants
X15,bouilloire
X15,casseroles (métal) (verre)
X15,chauffe-plat
X15,fourneau de cuisine
X15,grille-pain
X15,ustensiles de cuisson
X20,cobra
X20,crotale
X20,fer-de-lance
X20,héloderme
X20,serpent (à) marin
X20,serpent (à) sonnettes
X20,serpent (à) venimeux
X20,vipère
X21,tarentule
X21,veuve noire
X23,hyménoptère du genre Vespula
X25,chenille
X25,fourmi
X26,anémone de mer
X26,corail
X26,holothurie
X26,méduse
X26,nématocyste
X26,oursin
X28,injection de poison ou de toxines dans ou à travers la peau par des épines ou autres organes végétaux
X29,morsure venimeuse SAI
X29,piqure (venimeuse) SAI
X34.0,Bloqué ou blessé par l'effondrement d'un bâtiment ou d'un autre ouvrage dû à un tremblement de terre
X36,coulée de boue de nature cataclysmique
X37,cyclone
X37,fortes chutes de neige
X37,mousson
X37,orage
X37,ouragan
X37,pluies torrentielles
X37,raz de marée causé par une tempête
X37,tempête de neige
X37,tornade
X37,typhon
X37,véhicule de transport emporté par une tempête
X38,"inondation cataclysmique, due à la fonte des neiges"
X38,inondation provoquée par la marée
X38,inondation provoquée par la montée des eaux au cours d'une inondation
X38,inondation provoquée par un orage
X38,inondation provoquée par une rivière
X38,inondation provoquée par une tempête éloignée
X38,inondation résultant directement d'un orage
X59.9,Accident SAI
X59.9,Exposition SAI
X40,dérivés (du) 4-aminophénol
X40,dérivés (du) pyrazolés
X40,médicaments antiinflammatoires non stéroïdiens [AINS]
X40,salicylés
X40-X49,accidents liés à l'utilisation de médicaments et de substances biologiquesau cours d'actes médicaux et chirurgicaux
X40-X49,"intoxication (auto-infligée), lorsqu''il n''est pas précisé si elle est accidentelle ou s''il y a eu intention de nuire. Suivre les dispositions légales en la matière si elles sont disponibles (voir note sous Y10-Y19)"
X40-X49,"surdosage accidentel de médicaments, erreur de prescription ou médicament pris par erreur et par inadvertance"
X41,antidépresseurs
X41,barbituriques
X41,dérivés de l'hydantoïne
X41,iminostilbènes
X41,neuroleptiques
X41,psychostimulants
X41,succinimides et oxazolidine-diones
X41,tranquillisants
X42,cannabis (dérivés)
X42,cocaïne
X42,codéine
X42,héroïne
X42,lysergide [LSD]
X42,mescaline
X42,morphine
X42,méthadone
X42,opium (alcaloïdes)
X43,parasympathicolytiques [anticholinergiques et antimuscariniques] et spasmolytiques
X43,parasympathicomimétiques [cholinergiques]
X43,sympathicolytiques [antiadrénergiques]
X43,sympathicomimétiques [adrénergiques]
X44,anesthésiques (généraux) (locaux)
X44,antibiotiques systémiques et autres médicaments antiinfectieux
X44,gaz thérapeutiques
X44,hormones et leurs substituts synthétiques
X44,médicaments agissant sur appareil cardiovasculaire
X44,médicaments agissant sur tractus gastro-intestinal
X44,"médicaments intervenant dans le métabolisme de l''eau, des sels minéraux et de l''acide urique"
X44,médicaments systémiques et hématologiques
X44,produits agissant principalement sur les muscles lisses et striés et sur l'appareil respiratoire
X44,topiques
X44,vaccins
X45,alcool SAI
X45,alcool butylique [1-butanol]
X45,alcool isopropylique [2-propanol]
X45,alcool méthylique [méthanol]
X45,alcool propylique [1-propanol]
X45,alcool éthylique [éthanol]
X45,fusel [huile de fusel]
X46,benzène et ses homologues
X46,chlorofluorocarbures
X46,pétrole (dérivés)
X46,tétrachlorure de carbone [tétrachlorométhane]
X47.0,Gaz d'échappement de moteur de véhicule immobile
X47.0,Gaz d'échappement de moteur à combustion tout type
X47.0,Gaz d'échappement de moteur à essence
X47.0,Gaz d'échappement de motopompe
X47.1,Monoxyde de carbone issu de gaz de synthèse [mélange de monoxyde de carbone et d'hydrogène][vaporeformage]
X47.1,"Monoxyde de carbone issu de gaz non précisé utilisé pour l''éclairage, le chauffage, la cuisine"
X47.2,Monoxyde de carbone issu de
X47.2,"Bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X47.2,"Charbon de bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X47.2,"Charbon utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X47.2,"Coke utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X47.2,"Kérosène ou paraffine utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X47.3,Monoxyde de carbone issu de combustibles d'usage industriel
X47.3,Monoxyde de carbone issu de fumée de four
X47.3,Monoxyde de carbone issu de gaz de haut fourneau
X47.8,Dioxyde de soufre
X47.8,Gaz lacrymogène
X47.8,Hélium (à usage non médical)
X47.8,Oxyde d'azote
X48,désinfectants par fumigation
X48,fongicides
X48,herbicides
X48,insecticides
X48,produits de protection du bois
X48,rodenticides
X50,aviron
X50,course de marathon
X50,soulèvement de objets lourds
X50,soulèvement de poids
X52,apesanteur dans un vaisseau spatial (simulateur)
X57,indigence
X60,dérivés (du) 4-aminophénol
X60,dérivés (du) pyrazolés
X60,médicaments antiinflammatoires non stéroïdiens [AINS]
X60,salicylés
X61,antidépresseurs
X61,barbituriques
X61,dérivés de l'hydantoïne
X61,iminostilbènes
X61,méthaqualone et dérivés
X61,neuroleptiques
X61,psychostimulants
X61,succinimides et oxazolidine-diones
X61,tranquillisants
X62,cannabis (dérivés)
X62,cocaïne
X62,codéine
X62,héroïne
X62,lysergide [LSD]
X62,mescaline
X62,morphine
X62,méthadone
X62,opium (alcaloïdes)
X63,parasympathicolytiques [anticholinergiques et antimuscariniques] et spasmolytiques
X63,parasympathicomimétiques [cholinergiques]
X63,sympathicolytiques [antiadrénergiques]
X63,sympathicomimétiques [adrénergiques]
X64,anesthésiques (généraux) (locaux)
X64,antibiotiques systémiques et autres médicaments antiinfectieux
X64,gaz thérapeutiques
X64,hormones et leurs substituts synthétiques
X64,"médicaments intervenant dans le métabolisme de l''eau, des sels minéraux et de l''acide urique"
X64,médicaments systémiques et hématologiques
X64,produits agissant principalement sur les muscles lisses et striés et sur l'appareil respiratoire
X64,topiques
X64,vaccins
X64,médicament agissant sur le appareil cardiovasculaire
X64,médicament agissant sur le tractus gastro-intestinal
X65,alcool SAI
X65,alcool butylique [1-butanol]
X65,alcool isopropylique [2-propanol]
X65,alcool méthylique [méthanol]
X65,alcool propylique [1-propanol]
X65,alcool éthylique [éthanol]
X65,fusel [huile de fusel]
X66,benzène et ses homologues
X66,chlorofluorocarbures
X66,pétrole (dérivés)
X66,tétrachlorure de carbone [tétrachlorométhane]
X69,colles et adhésifs
X69,"corrosifs aromatiques, acides et bases caustiques"
X69,engrais végétaux
X69,"métaux, y compris leurs fumées et vapeurs"
X69,peintures et teintures
X69,savons et détergents
X69,plantes vénéneuses et substances alimentaires nocives
X67.0,Gaz d'échappement de moteur de véhicule immobile
X67.0,Gaz d'échappement de moteur à combustion tout type
X67.0,Gaz d'échappement de moteur à essence
X67.0,Gaz d'échappement de motopompe
X67.1,Monoxyde de carbone issu de gaz de synthèse [mélange de monoxyde de carbone et d'hydrogène][vaporeformage]
X67.1,"Monoxyde de carbone issu de gaz non précisé utilisé pour l''éclairage, le chauffage, la cuisine"
X67.2,Monoxyde de carbone issu de
X67.2,"Bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X67.2,"Charbon de bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X67.2,"Charbon utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X67.2,"Coke utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X67.2,"Kérosène ou paraffine utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X67.3,Monoxyde de carbone issu de combustibles d'usage industriel
X67.3,Monoxyde de carbone issu de fumée de four
X67.3,Monoxyde de carbone issu de gaz de haut fourneau
X67.8,Dioxyde de soufre
X67.8,Gaz lacrymogène
X67.8,Hélium (à usage non médical)
X67.8,Oxyde d'azote
X68,désinfectants par fumigation
X68,fongicides
X68,herbicides
X68,insecticides
X68,produits de protection du bois
X68,rodenticides
X80,chute intentionnelle d'un niveau à un autre
X82,collision intentionnelle avec train
X82,collision intentionnelle avec tramway
X82,collision intentionnelle avec véhicule à moteur
X83,"lésion auto-infligée par substances caustiques, sauf intoxication"
X83,lésion auto-infligée par écrasement d'aéronef
X83,lésion auto-infligée par électrocution
X85,homicide par empoisonnement au moyen de drogue
X85,homicide par empoisonnement au moyen de médicament
X85,homicide par empoisonnement au moyen de substance biologique
Y35,"lésions infligées par la police ou autres agents de la force publique, incluant les forces armées actives, lors de l''arrestation ou de la tentative d''arrestation de hors-la-loi, de la répression de troubles de l''ordre, du maintien de l''ordre ou d''autre action légale"
Y36,blessures causées à des militaires et à des civils pendant une guerre et une insurrection
X88.8,Dioxyde de soufre
X88.8,Gaz lacrymogène
X88.8,Hélium (à usage non médical)
X88.8,Oxyde d'azote
X87,produits de protection du bois
X89,engrais végétaux
X88.0,Gaz d'échappement de moteur de véhicule immobile
X88.0,Gaz d'échappement de moteur à combustion tout type
X88.0,Gaz d'échappement de moteur à essence
X88.0,Gaz d'échappement de motopompe
X88.1,Monoxyde de carbone issu de gaz de synthèse [mélange de monoxyde de carbone et d'hydrogène][vaporeformage]
X88.1,"Monoxyde de carbone issu de gaz non précisé utilisé pour l''éclairage, le chauffage, la cuisine"
X88.2,Monoxyde de carbone issu de
X88.2,"Bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X88.2,"Charbon de bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X88.2,"Charbon utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X88.2,"Coke utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X88.2,"Kérosène ou paraffine utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
X88.3,Monoxyde de carbone issu de combustibles d'usage industriel
X88.3,Monoxyde de carbone issu de fumée de four
X88.3,Monoxyde de carbone issu de gaz de haut fourneau
X90,homicide par empoisonnement SAI
X99,coup de couteau SAI
Y04,bagarre sans arme
Y04,rixe sans arme
Y05,sodomie (tentative de)
Y05,viol (tentative de)
Y07,cruauté mentale
Y07,sévices physiques
Y07,sévices sexuels
Y07,torture
Y09,assassinat (tentative) SAI
Y09,homicide (tentative) SAI
Y09,homicide (tentative) volontaire
Y09,meurtre (tentative) SAI
Y10,dérivés (du) 4-aminophénol
Y10,dérivés (du) pyrazolés
Y10,médicaments antiinflammatoires non stéroïdiens [AINS]
Y10,salicylés
Y11,antidépresseurs
Y11,barbituriques
Y11,dérivés de l'hydantoïne
Y11,iminostilbènes
Y11,méthaqualone et dérivés
Y11,neuroleptiques
Y11,psychostimulants
Y11,succinimides et oxazolidine-diones
Y11,tranquillisants
Y12,cannabis (dérivés)
Y12,cocaïne
Y12,codéine
Y12,héroïne
Y12,lysergide [LSD]
Y12,mescaline
Y12,morphine
Y12,méthadone
Y12,opium (alcaloïdes)
Y13,parasympathicolytiques [anticholinergiques et antimuscariniques] et spasmolytiques
Y13,parasympathicomimétiques [cholinergiques]
Y13,sympathicolytiques [antiadrénergiques]
Y13,sympathicomimétiques [adrénergiques]
Y14,anesthésiques (généraux) (locaux)
Y14,antibiotiques systémiques et autres médicaments antiinfectieux
Y14,gaz thérapeutiques
Y14,hormones et leurs substituts synthétiques
Y14,"médicaments intervenant dans le métabolisme de l''eau, des sels minéraux et de l''acide urique"
Y14,médicaments systémiques et hématologiques
Y14,produits agissant principalement sur les muscles lisses et striés et sur l'appareil respiratoire
Y14,topiques
Y14,vaccins
Y14,médicaments agissant sur le appareil cardiovasculaire
Y14,médicaments agissant sur le tractus gastro-intestinal
Y15,alcool SAI
Y15,alcool butylique [1-butanol]
Y15,alcool isopropylique [2-propanol]
Y15,alcool méthylique [méthanol]
Y15,alcool propylique [1-propanol]
Y15,alcool éthylique [éthanol]
Y15,fusel [huile de fusel]
Y16,benzène et ses homologues
Y16,chlorofluorocarbures
Y16,pétrole (dérivés)
Y16,tétrachlorure de carbone [tétrachlorométhane]
Y19,colles et adhésifs
Y19,"corrosifs aromatiques, acides et bases caustiques"
Y19,engrais végétaux
Y19,"métaux, y compris leurs fumées et vapeurs"
Y19,peintures et teintures
Y19,savons et détergents
Y19,plantes vénéneuses et substances alimentaires nocives
Y17.0,Gaz d'échappement de moteur de véhicule immobile
Y17.0,Gaz d'échappement de moteur à combustion tout type
Y17.0,Gaz d'échappement de moteur à essence
Y17.0,Gaz d'échappement de motopompe
Y17.1,Monoxyde de carbone issu de gaz de synthèse [mélange de monoxyde de carbone et d'hydrogène][vaporeformage]
Y17.1,"Monoxyde de carbone issu de gaz non précisé utilisé pour l''éclairage, le chauffage, la cuisine"
Y17.2,Monoxyde de carbone issu de
Y17.2,"Bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
Y17.2,"Charbon de bois utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
Y17.2,"Charbon utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
Y17.2,"Coke utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
Y17.2,"Kérosène ou paraffine utilisé pour réchaud domestique, grill, barbecue ou poêle (autonome)"
Y17.3,Monoxyde de carbone issu de combustibles d'usage industriel
Y17.3,Monoxyde de carbone issu de fumée de four
Y17.3,Monoxyde de carbone issu de gaz de haut fourneau
Y17.8,Dioxyde de soufre
Y17.8,Gaz lacrymogène
Y17.8,Hélium (à usage non médical)
Y17.8,Oxyde d'azote
Y18,désinfectants par fumigation
Y18,fongicides
Y18,herbicides
Y18,insecticides
Y18,produits de protection du bois
Y18,rodenticides
Y30,"chute de la victime d''un niveau à un autre, intention non déterminée"
Y35.0,Intervention légale avec balle
Y35.0,Intervention légale avec coup de feu SAI
Y35.0,Intervention légale avec mitrailleuse
Y35.0,Intervention légale avec plomb ou balle en caoutchouc
Y35.0,Intervention légale avec revolver
Y35.1,Intervention légale avec dynamite
Y35.1,Intervention légale avec grenade
Y35.1,Intervention légale avec obus de mortier
Y35.1,Intervention légale avec projectile explosif
